,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,Unnamed: 0,id,release_date,original_title,title,collection,collection_id
22796,5109880,/m/0d329_,The Iron Ladies,2000-03-08,,104.0,"{""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand"", ""/m/06f32"": ""Taiwan""}","{""/m/0hn10"": ""LGBT"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0d63kt"": ""Gay"", ""/m/01z02hx"": ""Sports"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/01z4y"": ""Comedy"", ""/m/04tkhfk"": ""Gay Themed""}",1011,106230,2000-03-04,สตรีเหล็ก,The Iron Ladies,The Iron Ladies Collection,638002
22796,5109880,/m/0d329_,The Iron Ladies,2000-03-08,,104.0,"{""/m/0c_v2"": ""Thai Language""}","{""/m/07f1x"": ""Thailand"", ""/m/06f32"": ""Taiwan""}","{""/m/0hn10"": ""LGBT"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0d63kt"": ""Gay"", ""/m/01z02hx"": ""Sports"", ""/m/0bc42t_"": ""Gay Interest"", ""/m/01z4y"": ""Comedy"", ""/m/04tkhfk"": ""Gay Themed""}",1012,148227,2003-03-07,สตรีเหล็ก 2,The Iron Ladies 2,The Iron Ladies Collection,638002
22799,1430128,/m/050xd7,Carry On up the Khyber,1968,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/082gq"": ""War film""}",468,22937,1968-02-12,Carry On Up the Khyber,Carry On Up the Khyber,Carry On Collection,918027
22840,18885099,/m/04jlfht,Adventures of a Taxi Driver,1976-05,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/02kdv5l"": ""Action"", ""/m/01z4y"": ""Comedy""}",1380,86190,1976-04-30,Adventures of a Taxi Driver,Adventures of a Taxi Driver,Adventures of a Collection,329220
22955,2903396,/m/08bgt3,Pulse,2006-08-11,29907685.0,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/02b5_l"": ""Teen""}",1177,9682,2006-08-11,Pulse,Pulse,Pulse Collection,124188
23073,982199,/m/03wh35,Peter Pan,1953-02-05,87404651.0,77.0,"{""/m/02h40lc"": ""English Language"", ""/m/0my5"": ""American Sign Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation"", ""/m/04t36"": ""Musical"", ""/m/07s9rl0"": ""Drama"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hqxf"": ""Family Film""}",63,10693,1953-02-05,Peter Pan,Peter Pan,Peter Pan Collection,55422
23178,213270,/m/01f7jt,Back to the Future Part II,1989-11-20,331950002.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/07s2s"": ""Time travel"", ""/m/0hqxf"": ""Family Film"", ""/m/0cq23f0"": ""Sci-Fi Adventure"", ""/m/09kqc"": ""Humour""}",202,165,1989-11-22,Back to the Future Part II,Back to the Future Part II,Back to the Future Collection,264
23239,11350840,/m/02r8l03,Sherlock Holmes in Washington,1943-04-30,,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/028v3"": ""Detective fiction"", ""/m/0vjs6"": ""Detective"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0bkbm"": ""Spy""}",1292,44383,1943-03-24,Sherlock Holmes in Washington,Sherlock Holmes in Washington,Sherlock Holmes (Basil Rathbone) Collection,478628
23265,1160412,/m/04cbbz,Rambo III,1988,189015611.0,102.0,"{""/m/02h40lc"": ""English Language"", ""/m/06b_j"": ""Russian Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",900,1370,1988-05-24,Rambo III,Rambo III,Rambo Collection,5039
23491,2969247,/m/08gsvw,Quantum of Solace,2008-10-29,591700000.0,107.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/0hj3n4h"": ""Glamorized Spy Film"", ""/m/02kdv5l"": ""Action"", ""/m/0bkbm"": ""Spy""}",626,10764,2008-10-29,Quantum of Solace,Quantum of Solace,James Bond Collection,645
23507,165330,/m/01608r,The Black Stallion,1979-10-13,37799643.0,118.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01z02hx"": ""Sports"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/0hqxf"": ""Family Film""}",1708,17264,1979-10-13,The Black Stallion,The Black Stallion,The Black Stallion Collection,405393
23555,3614858,/m/09q1qm,Ju-on 2,2000,,92.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",1759,44203,2000-03-25,呪怨2 ビデオ版,Ju-On: The Curse 2,Ju-on Collection,1972
23617,725459,/m/035yn8,The Exorcist,1973-06-19,441071011.0,120.0,"{""/m/0jzc"": ""Arabic Language"", ""/m/04w042"": ""Assyrian Neo-Aramaic Language"", ""/m/0349s"": ""Greek Language"", ""/m/04h9h"": ""Latin Language"", ""/m/064_8sq"": ""French Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g9psvk"": ""Demonic child"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural"", ""/m/09blyk"": ""Psychological thriller"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/03pgfj"": ""New Hollywood""}",1818,9552,1973-12-26,The Exorcist,The Exorcist,The Exorcist Collection,12263
23633,2920404,/m/08cphw,Beach Party,1963-07-14,,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/0hj3mw3"": ""Beach Film"", ""/m/01z4y"": ""Comedy"", ""/m/0220p9g"": ""Musical comedy""}",398,26484,1963-08-07,Beach Party,Beach Party,Beach Party Collection,338327
23654,872441,/m/03kfz0,First Blood,1982-10-22,125212904.0,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action""}",898,1368,1982-10-22,First Blood,First Blood,Rambo Collection,5039
23675,25649956,/m/09v3mgn,The Dirty Dozen: The Deadly Mission,1987-03-01,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02kdv5l"": ""Action"", ""/m/082gq"": ""War film""}",1441,36572,1987-03-01,The Dirty Dozen: The Deadly Mission,The Dirty Dozen: The Deadly Mission,The Dirty Dozen Collection,124492
23729,301798,/m/01r_0s,Dirty Harry,1971-12-22,35976000.0,103.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/02kdv5l"": ""Action""}",155,984,1971-12-23,Dirty Harry,Dirty Harry,Dirty Harry Collection,10456
23834,7153837,/m/0h73xq,Puppet Master 4,1993-11-24,,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",1309,26957,1993-11-24,Puppet Master 4,Puppet Master 4,Puppet Master Collection,107949
23919,339516,/m/01xxfk,The Amazing Colossal Man,1957-10-25,848000.0,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/0hj3m_q"": ""Creature Film""}",987,43241,1957-10-25,The Amazing Colossal Man,The Amazing Colossal Man,The Amazing Colossal Man Collection,394258
23964,11541829,/m/02rhc5j,Pulse 2: Afterlife,2008-09-30,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/09blyk"": ""Psychological thriller"", ""/m/0fdjb"": ""Supernatural""}",1175,14212,2008-09-30,Pulse 2: Afterlife,Pulse 2: Afterlife,Pulse Collection,124188
24004,24367337,/m/07sbb2c,Bedroom Eyes,1984-11-30,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery""}",1336,42083,1984-11-30,Bedroom Eyes,Bedroom Eyes,Bedroom Eyes,1275328
24022,25431279,/m/09k5vbz,"Shake, Rattle & Roll XI",2009,,121.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/01jb8r"": ""Filipino language""}","{""/m/05v8c"": ""Philippines""}","{""/m/03npn"": ""Horror"", ""/m/0gxblw4"": ""Filipino Movies"", ""/m/03q4nz"": ""World cinema""}",1458,58670,2009-12-25,"Shake, Rattle & Roll 11","Shake, Rattle & Roll 11","Shake, Rattle & Roll Collection",527950
24170,2877925,/m/088lv8,Bambi II,2006-01-26,34958637.0,70.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01j1n2"": ""Coming of age"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",1125,13205,2006-01-26,Bambi II,Bambi II,Bambi Collection,87250
24319,8824700,/m/027l260,Candyman 3: Day of the Dead,1999-07-09,,102.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",218,12485,1999-07-09,Candyman: Day of the Dead,Candyman: Day of the Dead,Candyman Collection,98580
24380,2092559,/m/06llvx,Herbie Rides Again,1974-06-06,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/016vh2"": ""Caper story"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film""}",1660,10869,1974-02-12,Herbie Rides Again,Herbie Rides Again,Herbie Collection,12087
24408,2711278,/m/07zhf9,Howling III,1987,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0chghy"": ""Australia"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/0219x_"": ""Indie""}",80,32595,1987-05-15,Howling III: The Marsupials,Howling III: The Marsupials,The Howling Collection,174218
24413,3614997,/m/09q20c,Ju-on: The Grudge 2,2003-08-23,,95.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror""}",1756,9666,2003-08-15,呪怨2,Ju-on: The Grudge 2,Ju-on Collection,1972
24455,8410394,/m/0272g13,Kill or Be Killed,1980,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0hzlz"": ""South Africa""}","{""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/07s9rl0"": ""Drama"", ""/m/0219x_"": ""Indie""}",1827,97466,1976-06-17,Kill or Be Killed,Kill or Be Killed,Kill or Be Killed Collection,124915
24479,7742723,/m/0kvgbb,Cold Prey,2006-10-13,,97.0,"{""/m/05f_3"": ""Norwegian Language""}","{""/m/05b4w"": ""Norway""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01585b"": ""Slasher""}",509,21786,2006-10-13,Fritt vilt,Cold Prey,Cold Prey Collection,86553
24479,7742723,/m/0kvgbb,Cold Prey,2006-10-13,,97.0,"{""/m/05f_3"": ""Norwegian Language""}","{""/m/05b4w"": ""Norway""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/01585b"": ""Slasher""}",510,15440,2008-10-09,Fritt vilt ll,Cold Prey II,Cold Prey Collection,86553
24521,19887951,/m/04q9th8,Shake Rattle & Roll X,2008-12-25,,140.0,"{""/m/07qv_"": ""Tagalog language"", ""/m/01jb8r"": ""Filipino language"", ""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/05v8c"": ""Philippines""}","{""/m/03npn"": ""Horror"", ""/m/01z4y"": ""Comedy"", ""/m/03q4nz"": ""World cinema"", ""/m/0gxblw4"": ""Filipino Movies""}",1453,319459,2008-12-25,"Shake, Rattle & Roll X","Shake, Rattle & Roll X","Shake, Rattle & Roll Collection",527950
24562,22890217,/m/06421y5,"Taza, Son of Cochise",1954-02-16,,79.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hfjk"": ""Western""}",1328,81417,1954-02-18,"Taza, Son of Cochise","Taza, Son of Cochise",Cochise Collection,495027
24798,1075228,/m/043rxb,Oliver's Story,1978-12-15,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",1352,163631,1978-12-15,Oliver's Story,Oliver's Story,Love Story Collection,1156569
24811,5928206,/m/0fdzlj,My American Cousin,1985,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/0219x_"": ""Indie"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01j1n2"": ""Coming of age""}",1573,169379,1985-11-01,My American Cousin,My American Cousin,My American Cousin Collection,749278
24838,454718,/m/02bj22,The Santa Clause 2,2002-11-01,172855065.0,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hj3n6r"": ""Holiday Film"", ""/m/0bwgnb"": ""Christmas movie"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n2s"": ""Fantasy Comedy""}",1743,9021,2002-09-29,The Santa Clause 2,The Santa Clause 2,The Santa Clause Collection,53159
24919,725817,/m/035zkg,The Jungle Book 2,2003-02-14,135703599.0,72.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film"", ""/m/0hj3n26"": ""Family-Oriented Adventure""}",1106,14873,2003-02-07,The Jungle Book 2,The Jungle Book 2,The Jungle Book Collection,97459
25104,1012024,/m/03z2ph,Nekromantik,1987,,75.0,"{""/m/04306rv"": ""German Language""}","{""/m/0345h"": ""Germany""}","{""/m/03npn"": ""Horror""}",1434,11822,1988-01-29,Nekromantik,Nekromantik,Nekromantik Collection,173628
25118,2139989,/m/06pqwk,The Junkman,1982-10-28,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3mxr"": ""Chase Movie"", ""/m/0hj3l_y"": ""Action Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/02kdv5l"": ""Action""}",1701,54498,1982-08-28,The Junkman,The Junkman,Gone in 60 Seconds Trilogy,391040
25210,714334,/m/0353tm,Freddy vs. Jason,2003-08-13,114900000.0,96.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/03rjj"": ""Italy"", ""/m/0d060g"": ""Canada""}","{""/m/01jfsb"": ""Thriller"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen""}",1393,6466,2003-08-15,Freddy vs. Jason,Freddy vs. Jason,Friday the 13th Collection,9735
25373,7192381,/m/0kv013,Animal,2005-10-04,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",1073,10252,2005-05-01,Animal,Animal,Animal Collection,384142
25373,7192381,/m/0kv013,Animal,2005-10-04,,93.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/07s9rl0"": ""Drama""}",1074,13202,2007-09-04,Animal 2,Animal 2,Animal Collection,384142
25377,7154700,/m/0h751x,Retro Puppet Master,1999-11-09,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",1312,26960,1999-11-09,Retro Puppet Master,Retro Puppet Master,Puppet Master Collection,107949
25396,21450270,/m/05f60gj,Magic Kid,,,,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/03k9fj"": ""Adventure""}",498,215405,1993-10-27,Magic Kid,Magic Kid,Magic Kid Collection,397848
25600,11677522,/m/02rnm9t,Madman,1982,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0219x_"": ""Indie""}",197,51925,1982-03-10,Les Sous-Doués En Vacances,The Under-Gifted In Vacation,The Under-Gifted Collection,215293
25626,23484172,/m/06wb920,Paul and Michelle,1974,,105.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/07ssc"": ""United Kingdom""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/07s9rl0"": ""Drama""}",56,4155,1974-03-15,Paul and Michelle,Paul and Michelle,Friends Collection,321647
25722,9977694,/m/02pyqky,Loose Screws,1985,,92.0,"{""/m/02h40lc"": ""English Language""}","{""/m/0d060g"": ""Canada""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",1164,44191,1985-08-01,Loose Screws,Loose Screws,Screwballs Collection,181502
25723,2409484,/m/07b2jc,Transporter 2,2005-08-03,85167639.0,87.0,"{""/m/064_8sq"": ""French Language"", ""/m/02bjrlw"": ""Italian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0f8l9c"": ""France""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film""}",1201,9335,2005-08-03,Transporter 2,Transporter 2,The Transporter Collection,9518
25742,34130,/m/08720,WarGames,1983-06-03,79567667.0,114.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction""}",1575,860,1983-06-03,WarGames,WarGames,WarGames Collection,151263
25800,2108776,/m/06mpjq,FernGully: The Last Rainforest,1992-04-10,32710894.0,76.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia""}","{""/m/01jfsb"": ""Thriller"", ""/m/06lbpz"": ""Social problem film"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hqxf"": ""Family Film""}",690,13225,1992-04-10,FernGully: The Last Rainforest,FernGully: The Last Rainforest,FernGully Collection,19160
26022,1195560,/m/04gcyg,2010: The Year We Make Contact,1984-12-07,40400657.0,116.0,"{""/m/06b_j"": ""Russian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/09blyk"": ""Psychological thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",288,4437,1984-12-06,2010,2010,The Space Odyssey Series,4438
26065,17366863,/m/043p2cq,Raptor,2001-11-06,,81.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06vxwl5"": ""Natural horror films"", ""/m/0qdzd"": ""B-movie"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/0h9qh"": ""Monster"", ""/m/03npn"": ""Horror""}",423,9938,2001-11-06,Raptor,Raptor,Carnosaur Collection,256484
26081,4272659,/m/0btgg9,Jack Frost 2: Revenge of the Mutant Killer Snowman,2000,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/05p553"": ""Comedy film"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher""}",408,27320,2000-11-21,Jack Frost 2: The Revenge of the Mutant Killer Snowman,Jack Frost 2: The Revenge of the Mutant Killer Snowman,Jack Frost Collection,203178
26296,16385924,/m/03wj808,The Sting II,1983-02-18,6347072.0,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01z02hx"": ""Sports"", ""/m/0hj3m_x"": ""Crime Comedy"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/04xvlr"": ""Period piece"", ""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/02kdv5l"": ""Action""}",823,36912,1983-02-18,The Sting II,The Sting II,The Sting Collection,330605
26301,1285718,/m/04q467,F/X,1986-02-07,20603715.0,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3mxr"": ""Chase Movie""}",1320,9873,1986-02-07,F/X,F/X,F/X Collection,171439
