,Wikipedia movie ID,Freebase movie ID,Movie name,Movie release date,Movie box office revenue,Movie runtime,Movie languages,Movie countries,Movie genres,id,collection,collection_id
65355,14097370,/m/03ctj2d,The Over-the-Hill Gang,1969-10-07,,73.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03btsm8"": ""Action/Adventure"", ""/m/0hfjk"": ""Western"", ""/m/0hj3mzj"": ""Comedy Western"", ""/m/01z4y"": ""Comedy""}",54050,The Over-the-Hill Gang Collection,930019
65703,12419901,/m/02w4n0g,Jungle Manhunt,1951-10-04,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3n96"": ""Jungle Film"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03k9fj"": ""Adventure""}",115454,Jungle Jim Collection,661850
65757,2565848,/m/07ndq2,Rock 'n' Roll High School Forever,1990,,94.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen""}",34742,Rock 'n' Roll High School Collection,1018344
65800,9803242,/m/02psphy,Strange Confession,1945,,62.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02n4kr"": ""Mystery""}",29241,Inner Sanctum Mysteries Collection,1005941
65811,13542692,/m/03c8ww6,La gran familia,,,104.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",161791,The Big Family Collection,792952
65811,13542692,/m/03c8ww6,La gran familia,,,104.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",195656,The Big Family Collection,792952
65811,13542692,/m/03c8ww6,La gran familia,,,104.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/07s9rl0"": ""Drama"", ""/m/01z4y"": ""Comedy"", ""/m/01g6gs"": ""Black-and-white""}",319217,The Big Family Collection,792952
66470,20344476,/m/0djb5zy,Tomie: Revenge,2005,,72.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03npn"": ""Horror"", ""/m/03q4nz"": ""World cinema""}",46313,Tomie Collection,139394
66784,3489518,/m/09g8dv,The Mummy's Hand,1940-09-20,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/0qdzd"": ""B-movie"", ""/m/03jp5h0"": ""Archaeology"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/03npn"": ""Horror""}",31498,The Mummy (Universal) Collection,221544
66857,4007440,/m/0bc6cd,Beach Blanket Bingo,1965,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/04t36"": ""Musical"", ""/m/0220p9g"": ""Musical comedy"", ""/m/01z4y"": ""Comedy"", ""/m/02b5_l"": ""Teen"", ""/m/0hj3mw3"": ""Beach Film""}",26483,Beach Party Collection,338327
66894,448814,/m/029qy2,The Little Mermaid II: Return to the Sea,2000-09-19,,77.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0chghy"": ""Australia"", ""/m/0d060g"": ""Canada""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0bxg3"": ""Fairy tale"", ""/m/0hcr"": ""Animation"", ""/m/0bj8m2"": ""Children's"", ""/m/0hj3myc"": ""Children's Fantasy"", ""/m/0hj3mtv"": ""Animated Musical"", ""/m/04rlf"": ""Music"", ""/m/0hqxf"": ""Family Film""}",10898,The Little Mermaid Collection,33085
67042,22188807,/m/05q49l7,The Prince and Me 3: Royal Honeymoon,2008-10-28,,92.0,{},"{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy""}",20036,The Prince & Me Collection,86334
67106,3771410,/m/09_3yl,Revenge of the Creature,1955-05-11,1100000.0,82.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/03npn"": ""Horror"", ""/m/06n90"": ""Science Fiction"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0hj3m_q"": ""Creature Film""}",40761,Creature From The Black Lagoon Collection,221537
67883,3303226,/m/094f4n,House of Frankenstein,1944-12-01,,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0h9qh"": ""Monster""}",27398,Daninsky Werewolf Collection,844181
68973,7405392,/m/0kv6ql,Eloise at the Plaza,2003-04-27,,88.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hj3myq"": ""Children's/Family"", ""/m/0hqxf"": ""Family Film"", ""/m/0bj8m2"": ""Children's"", ""/m/01z4y"": ""Comedy"", ""/m/015w9s"": ""Television movie""}",46806,Eloise Collection,1136672
68985,596701,/m/02ttlq,Pumpkinhead,1989-01-13,4385516.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01585b"": ""Slasher""}",26515,Pumpkinhead Collection,123256
69510,7277391,/m/0kv39p,La Maldicion de la Bestia,1975,,94.0,"{""/m/06nm1"": ""Spanish Language""}","{""/m/06mkj"": ""Spain""}","{""/m/03npn"": ""Horror""}",54112,Daninsky Werewolf Collection,844181
70034,9811946,/m/02pszn9,Dead Man's Eyes,1944,,64.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/02n4kr"": ""Mystery"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white"", ""/m/02wtdps"": ""Crime Thriller""}",64075,Inner Sanctum Mysteries Collection,1005941
70561,1790524,/m/05x5wd,Carry On Camping,1969,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gsy3b"": ""Sex comedy"", ""/m/01hwc6"": ""Absurdism"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",19307,Carry On Collection,918027
70601,794371,/m/03cln3,Man Behind the Sun,1987,,105.0,"{""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0gw5qqq"": ""Chinese Movies"", ""/m/082gq"": ""War film""}",25998,Unit 731,633245
70601,794371,/m/03cln3,Man Behind the Sun,1987,,105.0,"{""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0gw5qqq"": ""Chinese Movies"", ""/m/082gq"": ""War film""}",36238,Unit 731,633245
70601,794371,/m/03cln3,Man Behind the Sun,1987,,105.0,"{""/m/03115z"": ""Mandarin Chinese"", ""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong""}","{""/m/0gw5qqq"": ""Chinese Movies"", ""/m/082gq"": ""War film""}",117498,Unit 731,633245
70747,20344446,/m/0h64fv3,Tomie: Another Face,1999-12-26,,72.0,{},{},"{""/m/02l7c8"": ""Romance Film"", ""/m/03npn"": ""Horror""}",52404,Tomie Collection,139394
70904,12566479,/m/02ww480,Xtro 3: Watch the Skies,1995,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/0qdzd"": ""B-movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror""}",57597,Xtro Collection,114915
70946,6255163,/m/0fz3tc,The War in Space,1977-12-17,,91.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03k9fj"": ""Adventure"", ""/m/03q4nz"": ""World cinema""}",38268,The Mysterians Collection,491769
70992,179351,/m/018gvp,One Hundred and One Dalmatians,1961-01-25,215880014.0,78.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/07s9rl0"": ""Drama"", ""/m/03k9fj"": ""Adventure"", ""/m/0hcr"": ""Animation""}",12230,101 Dalmatians (Animated) Collection,100693
71084,7092652,/m/0h3sdy,True Confessions,1981,,108.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0lsxr"": ""Crime Fiction"", ""/m/01jfsb"": ""Thriller"", ""/m/02n4kr"": ""Mystery"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02wtdps"": ""Crime Thriller""}",201178,Chained Heat Collection,643572
71160,9016095,/m/027tj0v,Dead or Alive: Final,2002-11-29,,88.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language"", ""/m/0459q4"": ""Standard Cantonese""}","{""/m/03_3d"": ""Japan""}","{""/m/073_6"": ""Surrealism"", ""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema""}",36222,Dead or Alive Collection,192532
71184,230481,/m/01hjmb,Predator,1987-06-12,98267558.0,108.0,"{""/m/02h40lc"": ""English Language"", ""/m/06nm1"": ""Spanish Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/0hj3mt0"": ""Alien Film"", ""/m/02kdv5l"": ""Action""}",106,Predator Collection,399
71324,456959,/m/02brzs,Wishmaster,1997-09-19,,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/0fdjb"": ""Supernatural"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01hmnh"": ""Fantasy"", ""/m/0vgkd"": ""Black comedy""}",10351,Wishmaster Collection,135489
71525,11450530,/m/02rd37w,Demonic Toys,1992,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror""}",40649,Demonic Toys Collection,264434
71525,11450530,/m/02rd37w,Demonic Toys,1992,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror""}",56242,Demonic Toys Collection,264434
71525,11450530,/m/02rd37w,Demonic Toys,1992,,86.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror""}",1084176,Demonic Toys Collection,264434
71772,4712667,/m/0cjp09,Witchboard 2: The Devil's Doorway,1993-09-10,,98.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",40251,Witchboard Collection,168186
72108,255858,/m/01lxvt,Johnny English,2003-04-06,160583018.0,87.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/02kdv5l"": ""Action"", ""/m/0hqxf"": ""Family Film"", ""/m/0bkbm"": ""Spy""}",9486,Johnny English Collection,86117
72108,255858,/m/01lxvt,Johnny English,2003-04-06,160583018.0,87.0,"{""/m/064_8sq"": ""French Language"", ""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language""}","{""/m/0f8l9c"": ""France"", ""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom""}","{""/m/01jfsb"": ""Thriller"", ""/m/0gf28"": ""Parody"", ""/m/03k9fj"": ""Adventure"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/01z4y"": ""Comedy"", ""/m/0hj3mz5"": ""Comedy of Errors"", ""/m/02kdv5l"": ""Action"", ""/m/0hqxf"": ""Family Film"", ""/m/0bkbm"": ""Spy""}",1241132,Johnny English Collection,86117
72312,1476430,/m/054k02,"The Oil, the Baby and the Transylvanians",1981,,,"{""/m/02hxc3j"": ""Romanian Language"", ""/m/02h40lc"": ""English Language""}","{""/m/06c1y"": ""Romania""}","{""/m/0hfjk"": ""Western"", ""/m/01z4y"": ""Comedy""}",147692,Transylvanians Trilogy,620931
72332,13048288,/m/02z4kpk,Dollman vs. Demonic Toys,1993-10-13,,64.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01q03"": ""Cult"", ""/m/01jfsb"": ""Thriller"", ""/m/06n90"": ""Science Fiction"", ""/m/02kdv5l"": ""Action"", ""/m/03npn"": ""Horror""}",84152,Demonic Toys Collection,264434
72461,358688,/m/01_5px,Aladdin and the King of Thieves,1996-08-13,,80.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0hcr"": ""Animation""}",11238,Aladdin Collection,86027
72470,358684,/m/01_5ph,The Return of Jafar,1994-05-20,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0hqxf"": ""Family Film"", ""/m/0hcr"": ""Animation"", ""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family""}",15969,Aladdin Collection,86027
72788,2926668,/m/08d4qx,DOA: Dead or Alive,2006-09-07,7516532.0,87.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/07ssc"": ""United Kingdom"", ""/m/0345h"": ""Germany""}","{""/m/01jfsb"": ""Thriller"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02kdv5l"": ""Action"", ""/m/04t2t"": ""Martial Arts Film"", ""/m/03k9fj"": ""Adventure""}",11315,Dead or Alive Collection,192532
73017,113427,/m/0sxfd,Terms of Endearment,1983-11-20,108423489.0,132.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06cvj"": ""Romantic comedy"", ""/m/0fx2s"": ""Tragedy"", ""/m/05p553"": ""Comedy film"", ""/m/02h8pkk"": ""Family Drama"", ""/m/01t_vv"": ""Comedy-drama"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/02l7c8"": ""Romance Film"", ""/m/0q9mp"": ""Tragicomedy"", ""/m/0hqxf"": ""Family Film""}",11050,Terms of Endearment Collection,507956
73659,34084931,/m/09vnx1t,The Lone Wolf in Paris,1938,,66.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/02n4kr"": ""Mystery""}",152823,Lone Wolf Collection,395433
73690,32422858,/m/0h4yjqh,The Howling: Reborn,2011,,92.0,{},{},"{""/m/03npn"": ""Horror""}",75623,The Howling Collection,174218
74190,1691989,/m/05nsx8,The Howling,1981-04-10,17985893.0,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0d060g"": ""Canada""}","{""/m/03npn"": ""Horror"", ""/m/0219x_"": ""Indie"", ""/m/021pxw"": ""Werewolf fiction"", ""/m/0hj3m_q"": ""Creature Film"", ""/m/01q03"": ""Cult"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation""}",11298,The Howling Collection,174218
74847,3694699,/m/09vvtp,Carry On Cruising,1962-04,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/02l7c8"": ""Romance Film"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",26190,Carry On Collection,918027
75054,1066956,/m/0431h1,The Skulls,2000,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",8460,The Skulls Collection,8647
75054,1066956,/m/0431h1,The Skulls,2000,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",10594,The Skulls Collection,8647
75054,1066956,/m/0431h1,The Skulls,2000,,102.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/02wtdps"": ""Crime Thriller"", ""/m/0c3351"": ""Suspense"", ""/m/09blyk"": ""Psychological thriller""}",11478,The Skulls Collection,8647
75437,7051746,/m/0h224p,Poltergeist II: The Other Side,1986-05-23,40996665.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror""}",11133,Poltergeist Collection,10453
75510,584256,/m/025tmxl,Carry On England,1976,,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",21251,Carry On Collection,918027
75642,13729100,/m/03cggkv,Alla vi barn i Bullerbyn,,,90.0,{},{},"{""/m/0hqxf"": ""Family Film""}",21394,Children of Bullerby Collection,610785
76653,1179229,/m/04dx1c,Sudden Impact,1983-12-09,67642693.0,117.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/0lsxr"": ""Crime Fiction"", ""/m/0cq22f9"": ""Action Thrillers"", ""/m/02kdv5l"": ""Action"", ""/m/03btsm8"": ""Action/Adventure""}",10650,Dirty Harry Collection,10456
77315,8440216,/m/0273hp9,Flower and Snake,2003,,115.0,"{""/m/03_9r"": ""Japanese Language""}","{""/m/03_3d"": ""Japan""}","{""/m/01jfsb"": ""Thriller"", ""/m/0hj3n16"": ""Erotic Drama"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/02js9"": ""Erotica"", ""/m/03q4nz"": ""World cinema"", ""/m/0hj3n01"": ""Crime Drama"", ""/m/0glj9q"": ""Erotic thriller"", ""/m/07s9rl0"": ""Drama"", ""/m/01jk9n"": ""Pornographic movie"", ""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/04k2v3"": ""Pinku eiga""}",106511,Nyi Blorong - Collection,1106111
77504,20192250,/m/04yfyv1,Jungle Jim,1948,,71.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure""}",98180,Jungle Jim Collection,661850
77614,74830,/m/0jyb4,Jaws,1975-06-20,470653000.0,130.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller""}",578,Jaws Collection,2366
77616,2483209,/m/07h2r4,La maschera del demonio/Black Sunday,1960,,87.0,"{""/m/02bjrlw"": ""Italian Language""}","{""/m/03rjj"": ""Italy""}","{""/m/01q03"": ""Cult"", ""/m/03npn"": ""Horror"", ""/m/01g6gs"": ""Black-and-white"", ""/m/0fdjb"": ""Supernatural""}",131444,Sleepy Eyes of Death Collection,460969
77667,1173339,/m/04ddm4,Jaws 3-D,1983-07-22,87987055.0,99.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/06vxwl5"": ""Natural horror films"", ""/m/03npn"": ""Horror"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/02n4kr"": ""Mystery"", ""/m/0c3351"": ""Suspense"", ""/m/02kdv5l"": ""Action""}",17692,Jaws Collection,2366
78119,5593097,/m/0dv6z_,Texasville,1990-09-28,2268000.0,126.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/068d7h"": ""Romantic drama"", ""/m/02l7c8"": ""Romance Film"", ""/m/09n5t_"": ""Americana"", ""/m/07s9rl0"": ""Drama""}",82545,The Last Picture Show and Texasville,751961
78164,2012056,/m/06dz71,"Rome, Open City",1945,,100.0,"{""/m/02bjrlw"": ""Italian Language"", ""/m/04306rv"": ""German Language""}","{""/m/03rjj"": ""Italy"", ""/m/02psqkz"": ""Kingdom of Italy""}","{""/m/07s9rl0"": ""Drama"", ""/m/082gq"": ""War film""}",471103,Kampf um Rom Collection,217499
78530,28829559,/m/0ddcs6y,The Child's Eye,2010,,100.0,"{""/m/0653m"": ""Standard Mandarin"", ""/m/012w70"": ""Cantonese""}","{""/m/03h64"": ""Hong Kong"", ""/m/0d05w3"": ""China""}","{""/m/03npn"": ""Horror"", ""/m/0gw5qqq"": ""Chinese Movies""}",51322,The Eye Collection,264335
79163,7625729,/m/0kvcpf,Look What's Happened to Rosemary's Baby,1976,,100.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/0fdjb"": ""Supernatural""}",117258,Rosemary's Baby Collection,264338
79523,31658692,/m/08mczf,A Nightmare on Elm Street 2: Freddy's Revenge,1985-11-01,30000000.0,89.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03npn"": ""Horror"", ""/m/01585b"": ""Slasher"", ""/m/02b5_l"": ""Teen"", ""/m/0fdjb"": ""Supernatural""}",10014,A Nightmare on Elm Street Collection,8581
79973,173941,/m/017gl1,The Lord of the Rings: The Fellowship of the Ring,2001-12-10,871530324.0,178.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/06l3bl"": ""Epic"", ""/m/01hmnh"": ""Fantasy"", ""/m/060__y"": ""Film adaptation"", ""/m/07s9rl0"": ""Drama"", ""/m/02kdv5l"": ""Action"", ""/m/0520_cy"": ""Sword and sorcery films""}",120,The Lord of the Rings Collection,119
80415,4840033,/m/0cqd40,Carry On Columbus,1992,,91.0,"{""/m/02h40lc"": ""English Language""}","{""/m/07ssc"": ""United Kingdom""}","{""/m/0gf28"": ""Parody"", ""/m/0gsy3b"": ""Sex comedy"", ""/m/0hj3msd"": ""Adventure Comedy"", ""/m/01z4y"": ""Comedy"", ""/m/09q17"": ""Slapstick""}",19725,Carry On Collection,918027
80483,3523874,/m/09jb0t,The Mummy's Curse,1944-12-22,,58.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/0g092b"": ""Monster movie"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_q"": ""Creature Film""}",29242,The Mummy (Universal) Collection,221544
80724,13604898,/m/03cbmd9,Jungle Woman,1944-06-01,,61.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03npn"": ""Horror"", ""/m/0cq22z7"": ""Sci-Fi Horror"", ""/m/0hj3n96"": ""Jungle Film"", ""/m/01g6gs"": ""Black-and-white"", ""/m/07s9rl0"": ""Drama""}",84710,The Ape Woman Collection,809152
80800,52549,/m/0dtfn,Star Wars Episode IV: A New Hope,1977-05-25,775398007.0,122.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/06n90"": ""Science Fiction"", ""/m/03k9fj"": ""Adventure"", ""/m/01hmnh"": ""Fantasy"", ""/m/01j1n2"": ""Coming of age"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/09zvmj"": ""Space western""}",11,Star Wars Collection,10
80920,174251,/m/017jd9,The Lord of the Rings: The Return of the King,2003-12-17,1119929521.0,250.0,"{""/m/05p2d"": ""Old English language"", ""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America"", ""/m/0ctw_b"": ""New Zealand""}","{""/m/0hj3n2k"": ""Fantasy Adventure"", ""/m/03k9fj"": ""Adventure"", ""/m/06l3bl"": ""Epic"", ""/m/03btsm8"": ""Action/Adventure"", ""/m/07s9rl0"": ""Drama"", ""/m/060__y"": ""Film adaptation"", ""/m/01hmnh"": ""Fantasy"", ""/m/0520_cy"": ""Sword and sorcery films""}",122,The Lord of the Rings Collection,119
81048,1853749,/m/0615h6,Frankenstein Conquers the World,1965-08-08,,94.0,"{""/m/03_9r"": ""Japanese Language"", ""/m/02h40lc"": ""English Language"", ""/m/04306rv"": ""German Language""}","{""/m/03_3d"": ""Japan""}","{""/m/06n90"": ""Science Fiction"", ""/m/0gw5n2f"": ""Japanese Movies"", ""/m/03q4nz"": ""World cinema"", ""/m/07s9rl0"": ""Drama"", ""/m/03npn"": ""Horror"", ""/m/0hj3m_c"": ""Costume Horror""}",3160,Frankenstein (Toho) Collection,491768
81225,2303174,/m/0729rh,Ice Age: The Meltdown,2006-03-01,655388158.0,90.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/03k9fj"": ""Adventure"", ""/m/0hj3myq"": ""Children's/Family"", ""/m/01zhp"": ""Computer Animation"", ""/m/0hcr"": ""Animation"", ""/m/01hmnh"": ""Fantasy"", ""/m/01z4y"": ""Comedy"", ""/m/0hqxf"": ""Family Film"", ""/m/02kdv5l"": ""Action"", ""/m/0hj3n26"": ""Family-Oriented Adventure"", ""/m/0hj3myc"": ""Children's Fantasy""}",950,Ice Age Collection,8354
81621,2472440,/m/07gf00,Turbulence,1997-01-10,11538235.0,101.0,"{""/m/02h40lc"": ""English Language""}","{""/m/09c7w0"": ""United States of America""}","{""/m/01jfsb"": ""Thriller"", ""/m/01drsx"": ""Disaster"", ""/m/02kdv5l"": ""Action"", ""/m/03btsm8"": ""Action/Adventure""}",34314,Turbulence Collection,166379
